Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1131,7F0CB104,,9,11,20,9,11,20,7,0.263158,0.341488,649.188016,0.043881
1132,80D15635,,2,0,2,2,0,2,0,0,0,0,0.005554
1133,8052959F,,2,0,2,2,0,2,0,0,0,0,0.114355
1134,771F9EC2,,1,0,1,1,0,1,0,0,0,0,0.002777
1135,802C3907,,0,1,1,0,1,1,1,1,1,0,0
1136,7F8FC766,,2,0,2,2,0,2,0,0,0,0,0.041995
1137,7CE8F0A4,,0,2,2,0,2,2,2,0.666667,0.75,0,0
1138,7CEC5799,,0,4,4,0,4,4,9,0.198502,0.283326,0,0
1139,80BDD0FB,,0,2,2,0,2,2,8,0.203101,0.230543,0,0
1140,7B2DC331,,1,0,1,1,0,1,0,0,0,0,0.004025
1141,5CA57AB0,,0,1,1,0,1,1,1,1,1,0,0
1142,0FC8084C,,0,3,3,0,3,3,7,0.243665,0.275886,0,0
1143,7E7BAFF0,,1,2,3,1,2,3,7,0.251497,0.304195,80,0.004025
1144,133025B2,,0,3,3,0,3,3,6,0.299065,0.370313,0,0
1145,75F71BD7,,2,1,3,2,1,3,1,1,1,0.5,0.008051
1146,7661CADC,,3,2,5,3,2,5,2,0.666667,0.75,121,0.026791
1147,7E8F41FE,,2,1,3,2,1,3,4,0.342857,0.395833,34,0.00708
1148,808AF48B,,0,2,2,0,2,2,5,0.362069,0.431746,0,0
1149,01A677CE,,1,0,1,1,0,1,0,0,0,0,0.006522
1150,5FBBF048,,0,1,1,0,1,1,1,1,1,0,0
1151,5E6FB799,,1,0,1,1,0,1,0,0,0,0,0.002777
1152,801E610D,,18,3,21,18,3,21,8,0.213115,0.270467,399.429458,0.239913
1153,791E690C,,5,0,5,5,0,5,0,0,0,0,0.015133
1154,8155C099,,0,1,1,0,1,1,5,0.285714,0.334375,0,0
1155,5E1C7D19,,0,2,2,0,2,2,1,1,1,0,0
1156,58A10F9B,,1,1,2,1,1,2,1,1,1,1,0.002777
1157,7D1981EA,,1,3,4,1,3,4,6,0.31405,0.390351,188.142857,0.072539
1158,7157DD0D,,2,0,2,2,0,2,0,0,0,0,0.005554
1159,76140070,,1,0,1,1,0,1,0,0,0,0,0.002777
1160,7F5CB973,,0,7,7,0,7,7,4,0.464286,0.573718,0,0
1161,78BBEBFE,,0,2,2,0,2,2,5,0.354839,0.468182,0,0
1162,811A02AE,,0,6,6,0,6,6,4,0.465116,0.583333,0,0
1163,79E22E4F,,0,1,1,0,1,1,4,0.428571,0.513889,0,0
1164,7D0E0F4E,,4,1,5,4,1,5,1,1,1,5,0.012356
1165,5CD804CD,,0,1,1,0,1,1,7,0.243902,0.281905,0,0
1166,5FC4D8FF,,0,4,4,0,4,4,5,0.428571,0.565556,0,0
1167,7F42F6A2,,25,7,32,25,7,32,5,0.397849,0.49955,1290.994136,0.384512
1168,770A3ED9,,0,1,1,0,1,1,5,0.347826,0.395139,0,0
1169,7E9636BC,,1,3,4,1,3,4,2,0.8,0.875,2.5,0.002777
1170,78CA93AB,,0,1,1,0,1,1,1,1,1,0,0
1171,77FC7F4C,,1,0,1,1,0,1,0,0,0,0,0.004025
1172,75521E4F,,1,1,2,1,1,2,2,0.571429,0.625,2,0.002777
1173,5E5225A0,,1,0,1,1,0,1,0,0,0,0,0.005274
1174,80379CA8,,27,5,32,27,5,32,6,0.334884,0.384028,3625.88254,0.194916
1175,810114F8,,0,3,3,0,3,3,6,0.285714,0.360714,0,0
1176,81792299,,0,2,2,0,2,2,6,0.278351,0.337037,0,0
1177,81189F83,,1,1,2,1,1,2,1,1,1,1,0.002777
1178,7D1658A9,,0,1,1,0,1,1,5,0.347826,0.395139,0,0
1179,6DB5922A,,0,2,2,0,2,2,7,0.217857,0.240066,0,0
1180,80958781,,0,2,2,0,2,2,3,0.5,0.611111,0,0
1181,7B3BB93C,,0,2,2,0,2,2,2,0.625,0.7,0,0
1182,0B07C21B,,0,1,1,0,1,1,1,1,1,0,0
1183,7F7A6C80,,0,1,1,0,1,1,1,1,1,0,0
1184,777562E9,,0,2,2,0,2,2,4,0.363636,0.489583,0,0
1185,798BF878,,0,3,3,0,3,3,5,0.366197,0.441667,0,0
1186,80D61CFF,,0,1,1,0,1,1,5,0.268657,0.309259,0,0
1187,7A63EEE8,,0,2,2,0,2,2,2,0.6,0.666667,0,0
1188,5849C5D7,,5,0,5,5,0,5,0,0,0,0,0.072969
1189,7FC39845,,17,2,19,17,2,19,1,1,1,182.309049,0.297622
1190,7CEF8A68,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
1191,7E3FD773,,1,0,1,1,0,1,0,0,0,0,0.002777
1192,7DDFB718,,0,5,5,0,5,5,7,0.281553,0.36211,0,0
1193,7D5828CE,,0,2,2,0,2,2,5,0.384615,0.437083,0,0
1194,7CEBABD6,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1195,7EB22E78,,1,7,8,1,7,8,6,0.320542,0.377347,37.451082,0.005274
1196,78EEB089,,1,3,4,1,3,4,1,1,1,3,0.002777
1197,769B3F2F,,13,0,13,13,0,13,0,0,0,0,0.104118
1198,7C122049,,0,4,4,0,4,4,4,0.416667,0.516667,0,0
1199,7A50CF9A,,0,3,3,0,3,3,6,0.28866,0.344048,0,0
1200,78D9D0D7,,6,0,6,6,0,6,0,0,0,0,0.037865
1201,8145F3A2,,0,1,1,0,1,1,3,0.444444,0.541667,0,0
1202,7D1C973B,,0,1,1,0,1,1,4,0.375,0.472222,0,0
1203,80E809E5,,0,3,3,0,3,3,7,0.218121,0.272161,0,0
1204,75B0C9A4,,3,0,3,3,0,3,0,0,0,0,0.012076
1205,5C9793AA,,0,3,3,0,3,3,4,0.377778,0.47549,0,0
1206,7B13384D,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1207,80BE101F,,1,4,5,1,4,5,1,1,1,4,0.002777
1208,5881385E,,0,1,1,0,1,1,1,1,1,0,0
1209,037C822D,,2,0,2,2,0,2,0,0,0,0,0.005554
1210,7F4F71A0,,4,6,10,4,6,10,5,0.421488,0.493137,1623.142063,0.208822
1211,7D6785E8,,0,1,1,0,1,1,1,1,1,0,0
1212,7DBD8696,,1,4,5,1,4,5,6,0.304348,0.372449,49,0.002777
1213,7DCA44FF,,10,7,17,10,7,17,7,0.283333,0.395472,709.79652,0.061254
1214,77221E15,,2,1,3,2,1,3,1,1,1,2,0.005554
1215,7F269CE3,,6,0,6,6,0,6,0,0,0,0,0.038056
1216,81647693,,2,0,2,2,0,2,0,0,0,0,0.005554
1217,7963AE86,,0,2,2,0,2,2,1,1,1,0,0
1218,7EC122B8,,0,5,5,0,5,5,8,0.335025,0.415675,0,0
1219,76E6F502,,0,1,1,0,1,1,7,0.23622,0.257044,0,0
1220,039A5E7C,,0,2,2,0,2,2,1,1,1,0,0
1221,7E91B0FF,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1222,756B4845,,1,4,5,1,4,5,5,0.31,0.369624,66.759524,0.004025
1223,7F34519E,,1,0,1,1,0,1,0,0,0,0,0.002777
1224,814D9781,,2,4,6,2,4,6,2,0.7,0.785714,7,0.006802
1225,7F7E817E,,0,6,6,0,6,6,5,0.295918,0.348659,0,0
1226,81100A31,,0,1,1,0,1,1,5,0.347826,0.395139,0,0
1227,782C09BA,,0,1,1,0,1,1,1,1,1,0,0
1228,7BA46FE3,,0,1,1,0,1,1,1,1,1,0,0
1229,77C55406,,0,5,5,0,5,5,3,0.516129,0.614583,0,0
1230,7D4F0A7F,,0,3,3,0,3,3,2,0.636364,0.714286,0,0
1231,78ABF3A6,,1,0,1,1,0,1,0,0,0,0,0.002777
1232,583DDECC,,8,1,9,8,1,9,1,1,1,3.333333,0.037318
1233,7F251B50,,0,2,2,0,2,2,2,0.625,0.7,0,0
1234,7F160931,,0,1,1,0,1,1,1,1,1,0,0
1235,795C2806,,0,8,8,0,8,8,7,0.236919,0.281946,0,0
1236,7F4908D3,,6,1,7,6,1,7,1,1,1,5.243478,0.024462
1237,80474F5B,,1,1,2,1,1,2,4,0.413793,0.472222,30,0.005274
1238,7EA41B76,,0,1,1,0,1,1,1,1,1,0,0
1239,5A94FE0B,,0,2,2,0,2,2,1,1,1,0,0
1240,7F404511,,0,1,1,0,1,1,1,1,1,0,0
1241,78CE1C27,,0,3,3,0,3,3,6,0.288372,0.339247,0,0
1242,80F78F03,,12,5,17,12,5,17,6,0.275626,0.311846,1067.516667,0.038317
1243,80D79678,,0,2,2,0,2,2,3,0.461538,0.583333,0,0
1244,80A6FB97,,1,0,1,1,0,1,0,0,0,0,0.002777
1245,757548B6,,1,0,1,1,0,1,0,0,0,0,0.002777
1246,5C710FD5,,2,0,2,2,0,2,0,0,0,0,0.037827
1247,7E9E24B3,,0,11,11,0,11,11,6,0.351429,0.427371,0,0
1248,58B3BEE6,,0,2,2,0,2,2,1,1,1,0,0
1249,0B3DF1D2,,1,2,3,1,2,3,7,0.239521,0.266071,120,0.002777
1250,7B9F6DC3,,2,1,3,2,1,3,2,0.545455,0.583333,6,0.005554
1251,7D7548B6,,4,3,7,4,3,7,2,0.666667,0.75,12.5,0.016379
1252,0852577A,,1,0,1,1,0,1,0,0,0,0,0.002777
1253,7DE06A99,,0,2,2,0,2,2,6,0.251613,0.300427,0,0
1254,7E4E9E40,,0,2,2,0,2,2,6,0.301282,0.351064,0,0
1255,7E3B445F,,4,3,7,4,3,7,3,0.5,0.625,17.833333,0.013882
1256,80022A1A,,0,2,2,0,2,2,1,1,1,0,0
1257,7DD193AA,,1,0,1,1,0,1,0,0,0,0,0.007077
1258,7CF1A9CF,,0,6,6,0,6,6,4,0.465116,0.5875,0,0
1259,75AAD41D,,1,4,5,1,4,5,4,0.411765,0.503968,2,0.002777
1260,80D8380F,,0,3,3,0,3,3,5,0.340741,0.398188,0,0
1261,5C53ED56,,2,14,16,2,14,16,8,0.27897,0.440476,106,0.005554
1262,80CE7B81,,1,1,2,1,1,2,2,0.666667,0.75,2,0.002777
1263,7CBDC4F6,,5,6,11,5,6,11,6,0.323684,0.383198,141.088528,0.016936
1264,8004C23E,,0,4,4,0,4,4,4,0.473684,0.648148,0,0
1265,7D7BD812,,0,1,1,0,1,1,8,0.208589,0.255742,0,0
1266,815175FA,,0,2,2,0,2,2,5,0.354839,0.468182,0,0
1267,754C897D,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
1268,7838792B,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1269,3588237C,,0,2,2,0,2,2,4,0.461538,0.597222,0,0
1270,58E151D3,,1,0,1,1,0,1,0,0,0,0,0.002777
1271,17BA5F88,,0,1,1,0,1,1,1,1,1,0,0
1272,7EBC63F1,,0,1,1,0,1,1,1,1,1,0,0
1273,790AA37C,,1,0,1,1,0,1,0,0,0,0,0.004025
1274,747D4004,,1,0,1,1,0,1,0,0,0,0,0.004025
1275,7F1DDDB9,,2,1,3,2,1,3,7,0.25523,0.291959,0,0.009299
1276,816E0A50,,9,2,11,9,2,11,3,0.545455,0.638889,31.25,0.033683
1277,7C3557E1,,0,2,2,0,2,2,5,0.37931,0.498485,0,0
1278,81383FBC,,43,2,45,43,2,45,3,0.5,0.633333,299.95119,0.440012
1279,764E75A9,,2,2,4,2,2,4,2,0.625,0.7,8,0.005554
1280,8054A1B1,,2,0,2,2,0,2,0,0,0,0,0.005554
1281,7EA79FED,,5,0,5,5,0,5,0,0,0,0,0.015688
1282,7FB3C06C,,2,3,5,2,3,5,2,0.666667,0.75,177.416667,0.037508
1283,7C1E7E2D,,1,0,1,1,0,1,0,0,0,0,0.002777
1284,775C81C7,,1,3,4,1,3,4,1,1,1,2,0.002777
1285,0A937DDD,,0,4,4,0,4,4,7,0.256121,0.3007,0,0
1286,80D760E8,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1287,76B16518,,3,0,3,3,0,3,0,0,0,0,0.010828
1288,7D634A2F,,2,3,5,2,3,5,5,0.3,0.372222,13.161905,0.005554
1289,5AD71BAE,,1,1,2,1,1,2,2,0.571429,0.625,4,0.002777
1290,7D944B66,,1,0,1,1,0,1,0,0,0,0,0.002777
1291,7F4EA2A0,,1,5,6,1,5,6,9,0.197674,0.297705,14.5,0.002777
1292,79143CB7,,3,0,3,3,0,3,0,0,0,0,0.020545
1293,778E031C,,0,2,2,0,2,2,3,0.545455,0.638889,0,0
1294,782FAF94,,0,1,1,0,1,1,4,0.342857,0.395833,0,0
1295,638196DE,,22,0,22,22,0,22,0,0,0,0,0.242872
1296,797C0E20,,0,3,3,0,3,3,4,0.384615,0.483333,0,0
1297,7CB13C5E,,0,8,8,0,8,8,6,0.332447,0.396267,0,0
1298,7E180FF4,,0,1,1,0,1,1,7,0.232456,0.265319,0,0
1299,7E858056,,16,0,16,16,0,16,0,0,0,0,0.104153
1300,7D80FAD2,,0,4,4,0,4,4,2,0.666667,0.75,0,0
1301,75191F45,,0,1,1,0,1,1,1,1,1,0,0
1302,8129BE13,,1,5,6,1,5,6,4,0.5,0.652778,12,0.004025
1303,7EAAE6BC,,11,2,13,11,2,13,3,0.432432,0.489583,1457.92619,0.127415
1304,7FB04CC2,,0,1,1,0,1,1,7,0.23622,0.257044,0,0
1305,752491EA,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1306,8110B4C0,,0,1,1,0,1,1,1,1,1,0,0
1307,80D007AF,,2,3,5,2,3,5,5,0.314961,0.373333,38.316667,0.005554
1308,798EB089,,0,2,2,0,2,2,1,1,1,0,0
1309,7E0D0F5B,,1,1,2,1,1,2,2,0.666667,0.75,2,0.002777
1310,806618C3,,0,1,1,0,1,1,1,1,1,0,0
1311,81478D38,,1,2,3,1,2,3,9,0.216912,0.291034,31,0.002777
1312,784072B9,,0,2,2,0,2,2,3,0.466667,0.571429,0,0
1313,7F289AD1,,1,0,1,1,0,1,0,0,0,0,0.005274
1314,7EAD357B,,1,0,1,1,0,1,0,0,0,0,0.002777
1315,5BA9230C,,6,0,6,6,0,6,0,0,0,0,0.033569
1316,0BDADE75,,13,0,13,13,0,13,0,0,0,0,0.091146
1317,5B7DED8D,,1,0,1,1,0,1,0,0,0,0,0.007077
1318,5BCC432B,,0,3,3,0,3,3,4,0.454545,0.544444,0,0
1319,78F2C27D,,0,1,1,0,1,1,1,1,1,0,0
1320,793FDB44,,4,0,4,4,0,4,0,0,0,0,0.021927
1321,6AED4EEE,,1,2,3,1,2,3,6,0.303279,0.352703,0,0.013429
1322,79FFDE14,,0,2,2,0,2,2,3,0.571429,0.708333,0,0
1323,76E3283E,,0,8,8,0,8,8,7,0.263773,0.313306,0,0
1324,7ACB8647,,1,1,2,1,1,2,1,1,1,1,0.002777
1325,76226AE3,,6,1,7,6,1,7,1,1,1,0,0.022903
1326,7D6B3A5D,,1,0,1,1,0,1,0,0,0,0,0.009892
1327,7DD19E5F,,0,5,5,0,5,5,2,0.692308,0.777778,0,0
1328,7E010EA2,,0,2,2,0,2,2,1,1,1,0,0
1329,84406FA4,,0,4,4,0,4,4,3,0.461538,0.546296,0,0
1330,80B9604E,,3,3,6,3,3,6,2,0.8,0.875,6,0.008331
1331,79B9CC7E,,0,4,4,0,4,4,6,0.274194,0.325882,0,0
1332,7E271971,,0,1,1,0,1,1,1,1,1,0,0
1333,80C8180F,,1,1,2,1,1,2,1,1,1,1,0.002777
1334,7B245201,,0,2,2,0,2,2,4,0.4,0.555556,0,0
1335,7BD7AF51,,0,3,3,0,3,3,3,0.451613,0.535714,0,0
1336,79C1CDF2,,2,2,4,2,2,4,2,0.75,0.833333,1.666667,0.005554
1337,80A853E8,,1,0,1,1,0,1,0,0,0,0,0.002777
1338,6E36C0AB,,1,0,1,1,0,1,0,0,0,0,0.002777
1339,76F0AFA2,,6,1,7,6,1,7,3,0.444444,0.541667,1.809524,0.097725
1340,7ECF785C,,4,2,6,4,2,6,5,0.309735,0.359048,145.75,0.012356
1341,5DF37F15,,1,0,1,1,0,1,0,0,0,0,0.004025
1342,7EE74A14,,6,1,7,6,1,7,1,1,1,4.5,0.026926
1343,772B6BC6,,0,2,2,0,2,2,1,1,1,0,0
1344,8166A247,,3,5,8,3,5,8,8,0.225962,0.321935,133.15,0.010828
1345,80D10329,,0,1,1,0,1,1,1,1,1,0,0
1346,7931DCFB,,1,2,3,1,2,3,4,0.389831,0.445652,0.75,0.002777
1347,7BF92BFE,,0,4,4,0,4,4,4,0.473684,0.648148,0,0
1348,01A74ECD,,1,3,4,1,3,4,5,0.30137,0.388636,20,0.002777
1349,7B08BBD3,,2,2,4,2,2,4,2,0.625,0.7,13,0.006802
1350,78DF3652,,0,5,5,0,5,5,3,0.515152,0.607843,0,0
1351,78962863,,0,4,4,0,4,4,8,0.232759,0.314771,0,0
1352,7E13EFCF,,0,4,4,0,4,4,2,0.833333,0.9,0,0
1353,675EE8F1,,0,1,1,0,1,1,3,0.5,0.583333,0,0
1354,5DA00E3F,,2,1,3,2,1,3,1,1,1,1,0.005554
1355,8072BEF9,,0,8,8,0,8,8,3,0.666667,0.77381,0,0
1356,7C7FFC7E,,7,2,9,7,2,9,1,1,1,322.666667,0.156217
1357,7870F90E,,0,3,3,0,3,3,1,1,1,0,0
1358,7E6D736A,,3,0,3,3,0,3,0,0,0,0,0.0164
1359,7EEFE5EC,,0,6,6,0,6,6,5,0.344353,0.3948,0,0
1360,79257332,,4,0,4,4,0,4,0,0,0,0,0.023517
1361,6EAEA6CA,,0,3,3,0,3,3,1,1,1,0,0
1362,7D969F9A,,2,1,3,2,1,3,9,0.180791,0.208157,0,0.005554
1363,801F6C21,,0,3,3,0,3,3,9,0.182461,0.219463,0,0
1364,01C5E9FB,,1,2,3,1,2,3,7,0.254237,0.300873,24.5,0.002777
1365,7E2BD0A4,,0,1,1,0,1,1,1,1,1,0,0
1366,7E1FB6E3,,1,1,2,1,1,2,1,1,1,2,0.004025
1367,7FDCB637,,2,1,3,2,1,3,1,1,1,2,0.005554
1368,5F75C2F6,,2,0,2,2,0,2,0,0,0,0,0.005554
1369,814F228B,,9,4,13,9,4,13,2,0.625,0.7,115.041667,0.033038
1370,7E66B388,,2,1,3,2,1,3,1,1,1,3,0.006802
1371,803A1704,,0,7,7,0,7,7,4,0.538462,0.702381,0,0
1372,81323DEC,,0,1,1,0,1,1,4,0.375,0.472222,0,0
1373,7E807501,,3,0,3,3,0,3,0,0,0,0,0.301033
1374,7A4513FC,,2,6,8,2,6,8,3,0.517857,0.58046,74.54881,0.022199
1375,805076B2,,1,0,1,1,0,1,0,0,0,0,0.004025
1376,77D0B298,,1,1,2,1,1,2,4,0.326531,0.380208,16,0.002777
1377,60ACCE35,,1,5,6,1,5,6,2,0.777778,0.857143,0,0.002777
1378,7D88050D,,5,1,6,5,1,6,2,0.571429,0.625,32,0.020126
1379,594207FB,,4,0,4,4,0,4,0,0,0,0,0.024089
1380,802E1580,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1381,7A970FAF,,0,13,13,0,13,13,6,0.301255,0.370255,0,0
1382,80359BD3,,2,0,2,2,0,2,0,0,0,0,0.005554
1383,79D8AE4D,,0,2,2,0,2,2,6,0.309896,0.353922,0,0
1384,7F923111,,1,0,1,1,0,1,0,0,0,0,0.002777
1385,63D165AC,,1,2,3,1,2,3,5,0.353846,0.415942,115,0.008048
1386,80644789,,15,1,16,15,1,16,1,1,1,11.5,0.065495
1387,79CF82E7,,12,0,12,12,0,12,0,0,0,0,0.045431
1388,7E0E2009,,0,3,3,0,3,3,2,0.714286,0.8,0,0
1389,7617B295,,2,1,3,2,1,3,6,0.306701,0.345518,20.407792,0.009854
1390,063288B0,,3,1,4,3,1,4,1,1,1,0.5,0.010828
1391,80F07C46,,0,2,2,0,2,2,3,0.538462,0.619048,0,0
1392,7D919B1B,,6,2,8,6,2,8,1,1,1,18.541667,0.031011
1393,80CE10A5,,26,8,34,26,8,34,6,0.330769,0.447674,2165.312786,0.432545
1394,7C85A4A4,,1,2,3,1,2,3,4,0.433333,0.512821,13,0.002777
1395,7F0BDE6B,,0,2,2,0,2,2,7,0.273109,0.322857,0,0
1396,75E570D1,,35,3,38,35,3,38,2,0.8,0.875,190.833333,0.157458
1397,59667211,,0,2,2,0,2,2,1,1,1,0,0
1398,7EB276D4,,2,2,4,2,2,4,2,0.666667,0.75,1.333333,0.005554
1399,80060D7C,,88,0,88,88,0,88,0,0,0,0,0.365108
1400,7B1E7701,,0,2,2,0,2,2,3,0.5,0.633333,0,0
1401,7FD65178,,0,1,1,0,1,1,1,1,1,0,0
1402,75785EF9,,3,5,8,3,5,8,3,0.5,0.598039,245.166667,0.027525
1403,09C677A6,,0,3,3,0,3,3,9,0.208029,0.293811,0,0
1404,80DB3F74,,1,0,1,1,0,1,0,0,0,0,0.002777
1405,7F334842,,1,2,3,1,2,3,1,1,1,2,0.002777
1406,7E66E464,,0,5,5,0,5,5,7,0.254,0.295951,0,0
1407,7760B68D,,3,2,5,3,2,5,3,0.545455,0.638889,7.333333,0.008331
1408,7B1BA879,,1,4,5,1,4,5,3,0.454545,0.555556,11,0.002777
1409,7D2EB57B,,0,1,1,0,1,1,1,1,1,0,0
1410,7FC07E04,,0,2,2,0,2,2,1,1,1,0,0
1411,7F4F5775,,0,4,4,0,4,4,2,0.7,0.785714,0,0
1412,7B0A3C44,,0,1,1,0,1,1,4,0.357143,0.466667,0,0
1413,5C5CAF86,,0,1,1,0,1,1,1,1,1,0,0
1414,5FE0F88D,,0,1,1,0,1,1,3,0.428571,0.481481,0,0
1415,806B4CD2,,1,0,1,1,0,1,0,0,0,0,0.005829
1416,6BE5B956,,0,1,1,0,1,1,1,1,1,0,0
1417,770A1B79,,0,1,1,0,1,1,1,1,1,0,0
1418,7F74C226,,2,3,5,2,3,5,2,0.666667,0.75,2,0.005554
1419,774F3C4A,,0,3,3,0,3,3,3,0.5,0.611111,0,0
1420,02DA36FB,,4,1,5,4,1,5,1,1,1,2.25,0.021927
1421,7E0F0DEF,,0,1,1,0,1,1,3,0.428571,0.5,0,0
1422,7F41D1DE,,1,2,3,1,2,3,3,0.5,0.633333,0,0.012553
1423,7D06C752,,1,0,1,1,0,1,0,0,0,0,0.002777
1424,767C9B7D,,0,3,3,0,3,3,5,0.328767,0.405556,0,0
1425,80A25501,,31,1,32,31,1,32,2,0.6,0.666667,246.447619,0.643829
1426,038C9301,,3,0,3,3,0,3,0,0,0,0,0.469329
1427,7F1D9C9E,,1,1,2,1,1,2,1,1,1,0,0.002777
1428,7ED501EB,,0,1,1,0,1,1,4,0.419355,0.474359,0,0
1429,76EE3969,,0,1,1,0,1,1,1,1,1,0,0
1430,7D6A4ED2,,1,2,3,1,2,3,4,0.390244,0.463542,16,0.002777
1431,7EDAC16C,,0,2,2,0,2,2,5,0.368421,0.427976,0,0
1432,7D70CD44,,4,0,4,4,0,4,0,0,0,0,0.034186
1433,77FE16E5,,2,0,2,2,0,2,0,0,0,0,0.005554
1434,7D179D7C,,3,2,5,3,2,5,3,0.461538,0.583333,6,0.008331
1435,810B6B6A,,4,4,8,4,4,8,7,0.220641,0.252323,104.480952,0.011108
1436,80A025FA,,0,5,5,0,5,5,7,0.243865,0.27953,0,0
1437,7E9602ED,,1,0,1,1,0,1,0,0,0,0,0.002777
1438,7FBF0AA6,,0,5,5,0,5,5,5,0.375,0.512963,0,0
1439,5DD1824A,,1,2,3,1,2,3,2,0.666667,0.75,4,0.002777
1440,7FA404E9,,0,1,1,0,1,1,8,0.209302,0.249947,0,0
1441,7F9B7158,,0,2,2,0,2,2,6,0.244681,0.321739,0,0
1442,7B45DFB5,,0,5,5,0,5,5,6,0.305556,0.367677,0,0
1443,5F703252,,0,2,2,0,2,2,9,0.190311,0.247569,0,0
1444,813F65C0,,0,1,1,0,1,1,4,0.375,0.472222,0,0
1445,5FD9768E,,1,0,1,1,0,1,0,0,0,0,0.002777
1446,7EEF2E17,,0,1,1,0,1,1,1,1,1,0,0
1447,5B1A04CA,,0,1,1,0,1,1,5,0.309524,0.364103,0,0
1448,75A75DCF,,1,9,10,1,9,10,9,0.231884,0.370939,24,0.002777
1449,7DD3E633,,0,5,5,0,5,5,6,0.336111,0.391322,0,0
1450,801899A1,,2,1,3,2,1,3,1,1,1,0.5,0.005554
1451,7A10F3C0,,0,4,4,0,4,4,5,0.348993,0.402885,0,0
1452,60A12331,,0,4,4,0,4,4,7,0.263048,0.312188,0,0
1453,5A3F05E4,,0,9,9,0,9,9,4,0.47619,0.588889,0,0
1454,754C5F65,,1,0,1,1,0,1,0,0,0,0,0.087951
1455,7E7122BC,,1,1,2,1,1,2,2,0.571429,0.625,4,0.002777
1456,75E401AD,,1,7,8,1,7,8,3,0.5,0.616667,8,0.002777
1457,8112E04B,,1,4,5,1,4,5,3,0.5,0.611111,8.833333,0.002777
1458,7F25F527,,0,1,1,0,1,1,1,1,1,0,0
1459,813D4EB8,,0,5,5,0,5,5,5,0.395062,0.483854,0,0
1460,5A0C9118,,4,0,4,4,0,4,0,0,0,0,0.01513
1461,7D4D8874,,2,4,6,2,4,6,2,0.75,0.833333,5.666667,0.005554
1462,7E61DC5A,,0,1,1,0,1,1,7,0.246269,0.297042,0,0
1463,58C583FC,,0,1,1,0,1,1,1,1,1,0,0
1464,656DB35A,,1,0,1,1,0,1,0,0,0,0,0.004025
1465,7EC8561A,,0,1,1,0,1,1,1,1,1,0,0
1466,8029BB7A,,36,0,36,36,0,36,0,0,0,0,0.676539
1467,7F600611,,0,1,1,0,1,1,1,1,1,0,0
1468,7E3E08B8,,18,4,22,18,4,22,3,0.454545,0.555556,725,0.124172
1469,6A5D87FE,,0,1,1,0,1,1,1,1,1,0,0
1470,7B432E24,,4,0,4,4,0,4,0,0,0,0,0.013604
1471,7E61D239,,68,33,101,68,33,101,5,0.438662,0.562994,12790.27584,0.304088
1472,799FD6B8,,4,0,4,4,0,4,0,0,0,0,0.03037
1473,7F28F923,,1,0,1,1,0,1,0,0,0,0,0.004025
1474,806C5E7B,,2,5,7,2,5,7,4,0.434783,0.545833,24.5,0.005554
1475,805B45F3,,0,1,1,0,1,1,4,0.419355,0.474359,0,0
1476,8175D8C2,,0,1,1,0,1,1,3,0.5,0.583333,0,0
1477,7C64693F,,3,0,3,3,0,3,0,0,0,0,0.010828
1478,7E504969,,0,2,2,0,2,2,4,0.376238,0.421053,0,0
1479,7F7E7EBC,,2,0,2,2,0,2,0,0,0,0,0.005554
1480,7ADCA6D3,,5,0,5,5,0,5,0,0,0,0,0.016381
1481,7923BB38,,0,3,3,0,3,3,3,0.457143,0.53125,0,0
1482,7DEFA129,,2,8,10,2,8,10,7,0.276667,0.348308,187.852381,0.006802
1483,804CB761,,1,1,2,1,1,2,1,1,1,1,0.002777
1484,767D07FD,,0,1,1,0,1,1,1,1,1,0,0
1485,80D23383,,0,3,3,0,3,3,6,0.305825,0.357672,0,0
1486,809D03EB,,0,1,1,0,1,1,1,1,1,0,0
1487,6BA17283,,0,1,1,0,1,1,1,1,1,0,0
1488,7943DA46,,0,4,4,0,4,4,3,0.555556,0.666667,0,0
1489,01F2CA75,,4,0,4,4,0,4,0,0,0,0,0.012356
1490,7D9199FA,,3,1,4,3,1,4,1,1,1,1.5,0.014793
1491,7A3830F5,,2,3,5,2,3,5,3,0.545455,0.694444,18.833333,0.008051
1492,80C4D6D7,,0,1,1,0,1,1,1,1,1,0,0
1493,80FB26C5,,0,1,1,0,1,1,4,0.35,0.440476,0,0
1494,8060793E,,2,10,12,2,10,12,3,0.736842,0.845238,15.75,0.005554
1495,7E85FF18,,1,2,3,1,2,3,1,1,1,2,0.004025
1496,5F3EC8AA,,1,1,2,1,1,2,1,1,1,1,0.004025
1497,5F5B3895,,10,2,12,10,2,12,1,1,1,34.5,0.060332
