7FAB472E	7A257281 76F8E2F7 7E82D131 77271972
7D57DDD3	7B00E71C 5A3A3C8E 7E6E9CBA 5B8DC893
7EE02D6D	7DBB3E9D 7E95B97D 81773AB1 803D0D0B 05E915B2 5C6BF8AB 7E1E4B14 79398DDC 7E99B608
7F43B806	8055E42A 80A4C9D2 7A1BE546 749EBC54 75D44452 7F8B5CA3 80B7E82F 8016EE35 7DCF9CC6 80337975
8128395E	80CA7FE8 7DB88078 7AF9D3F6 6C7ADB8F 7C86612A 5F808E3B 5BA3CFD6 61B1A771 7D05F951 7EB0645F 584CAD0F 7B1E3A1F 7E2657C7 7FBC82C4 7EE72A1B 7D10EC1B 7FDA76F3 8256BB1A 7659CE84 7D97E2B9 80A57DF2 76C94C7B
807CD45C	0B003711 08CBC0EC 0273E3B0 0284F1A7 06AD5EC2 5B3628D8 8087B298
7EFA779F	719B0053 80658AE0 5CFBEC12 75280E8A 7EE9B230 7EC53ACE 8118B836 80E3D9A8 805E033C 8096426A
80EEE978	5DD4C8A0 7755FADB 8121C202 5D3337EB 7ECE9CB6 8091D774 5893ED43 0B09C29E
78721902	7D0319C9 79D3F8D0 79B7A906 77FE011E
7E05C527	074DD8F8 776EA763 770F6691
7F2B33D7	802AEC14
64305ACF	5D55C5CB 591A7832 75D3A9BC 58BA5747 7FD102F6 8002C83B 76B61E03 5A07C1E6
7E8A2602	760C0ECB 801DA1CF 75F6AAAE 7667D232 7F848DB9 5CAA4824 7CFA5052 7E3934F0 00A4462E 5AC0F0FB 5C6EAD55 79BF40DE 79D85D56 7E7ABE10 2FEB66B4 7E3565A8 7BDEF945 5DED41E2 7F69763F 7EDBCCB0 7800B63D 7E2D05AA 8034806E 6CC87AD4 81452B2A 8599A5E4 78BE079B 759A48E0 76F1786D 7DF3D273 79C1E79F 06F2DF0D 7AA57033 78B4FD3C 7692A0FE 7AA8E7F0 7DC8F6EE 7A20C1A7 78DDD937 09959D6F 0ACEE7E8 7D0099DD 7D60268A 7E8CD0E3 6BC6E53E
80AB2090	7E45AEEA 7E180C8B 7E69F84E 78052C1C
7DA444AE	7600E2E0 7B4477BF 7796F25E 765F8315 7FA0D615 75529E21 7AAF768E 7DAA6B8F 8011C343 7F1D4C51 7C94F063 80BB0F3D 7D8AEF45 79790CCC 796C03FC 75B715FD 7CECB6F8 79C81342
7DF937D9	7D1DE51B 79B3C142 7B61551E 76BFAC06 01DD449F 8026878D 7F612DD6 0023C8E4 7DDA55CB 7D5D19B0 58FFDE3F 7EB7753C 7A5D1B4D 03BFD55B 020F8B67 7BEA4ECA
7E70A3F2	39BE73BD 7D60E8A5 79C6EDD1 79023F73 7D3F5580 78E73D1D
80556956	5F5B3895 80A7A14D 7D47D2E1 07A8417D 7BDE7F1C 7EC8E722 012A837A 7E317CA3
802DA583	5F5AA720 790BA8E2 7E57F509 64135DD6
80081F97	59581649 7E515346 812D1C32 767D0C0E 7B112247 5BD1F32F 5AF1BF14 8046E9D5
7FEEABF7	7F7E7AC2 7F76CD14 03BF8970 80B66566
7FAB0171	81E8FAB3 768B29C7 808B49E9 7EFC64CB 812E7BE7 792ABBB6 79E5EDEF 7AFF255D 80D6D191 7FC296C1 81753D3D
7DFE233C	0045D7D4 8093E072 7DD8DC54
8030BF01	727C30D7 80A34B67 7D701DFB 77FC3F81 5933BBC1 5C867193 7F8B9A3D 801176C5
7D794CEE	7A24E429 7540D2D6 77E491AE 07990569
7F420FDB	7DA2F416 0ADE677E 070E5823 7AC0BA52 7E67B0BA 779ACDA5 7F2A2991 7ECF8D1C 7BD45178 80615748 7921BF83 7EA9C51B 5B3C9EB4 7AB0D049 06CE6CC6 814F057E 5B9263B0 5CC66E37
812FF0A6	7DE3FF9B 5A6FDBED 7C6A9E45
7D5EB966	80810C30 75C3A05C 78EEBD54 7BEE6B7F 76BB8884 791B20E2 7AB6450C 7897FE7B 7794B32B 79411F44 80944E57 810F43C5 7FF117D2 09B8DDF3
81410A48	7733D582 6ACC4F7A 7EC03311 7F92A817 7578FCBC 85962DD0 02204765 8107AE4B 7AC1C28A 7DDA55CB 788DBB8B 0A1E1DE3 0ACAB407 806F23FD 7A46C2B5 7A95C6C5 753BD9C7 7C444300 5C5A2459 088796F5 7EED30A9 7DB68862 7C7AF449 0C527B0A
803809C4	064D9FD3 7FEE4FA3 80A599EB 7D95A21C 7E00CBE8 7F3C364C 7D2C2914
80B3D450	113A2FBF 5937538C 78102776
7DC5C915	7C76F60B
7D811856	802789F5 750A84D9
7AF7718A	7662EE0A 05DFF759 7C00664B 7A54DDF0 7CCE2B7A 80851047 7664CB07 7BC43195 0BB5FE73 7DC5E5D4 7CAC0DCC 78B842EE
7EBFC4AE	034C5101 0C205A00 79CE0F88
7A818D30	7F58AE80 80213220 5CEA8B3B 80076F09 816343F0 813141CF 5CBEF576 5F6A27F1 762DFFF6 7D032AD4 7D73651A 7A166704 7CD8D972 7CAFE418 81FCAC2D 7842B556 78653ECA 5A7F31F3 77128336 792766CE 76BDD8BC 75C3C7CD 051023E0 78959810 5EF046FA 7C8743A4 78A4C425 7ADB8460 7B46F421 7DF02616 7E06C4D2 7EC8666A 8503C591 6337DAEC 796F54B9 7F12221C 7B5225F1 801F880F 7789B4C1 7FFB4CF2 80765491 8155BCB1 0AB7F9A5 7605315B 79297232 7E05D72B 06C6C13A 7B5DEF72 6D8742A2 777A35BE 7955A9A2 75EBEC97 76FC7F72 7FCE6F40 80C9F5FA 5F4C8890 756361DB 7AC7F867 7CC785EA 08BCFC59 78A0DC95 76344BA2 77F04AE2 78EA7316 79241C48 79A4D180 7BED1C61 7F526C09 781B9D08 79A3A1E3 25129D4E 7BC53033 8156E407 77F53126 5E99243B 753D16B5 78B9BACF 7A760D13 7DFA2623 763A7E62 7A19B3EA 7DD0BC81 7F511F3D 76744C7B 78A63477 7EA8F376
7E44ED62	59E285CF 79E4E3D4 7E541190 812A7F56 80B2267F 7BC3DCDB 7E3934F0 08EE60FB 797AB88B 8123CF86 7E0E1D34 7FAE1E69 5A9BC18C 7D80CAEC 809B1E40 7A3972DA 80536755 0BB15370 7E289D72 79CC31E0 0A40BE27
5C5969AD	0359E370 818EF5B8 01DBE325 7D0280BE 7DC7BEF2
76D751A7	7EA4B8AD 7F900DC7 7FD27DD6 7D8D96DC 7E078093 7EB79F54 7FC9654E 7F716CC2 7A9F10EC 80FEED8D 7AEB315F 7F6E10F4 7EB29A41
775D1E1F	7B4208F9 7305655B 7E1DB7F0 5C5DFA33 6336FB5A 814C5D1C 80372299 807CBB97 78EE59C8 7D826ED6 8145A1C3 7EEEAE34 80755360 7E57F509 6F0DEDC9 7814AEC9 800D9F8E 7D891AB4 80D7799C 80941D06 8095502D 7C0913E8 7ED25F2C 7764817E 761ECDBD 7D720874 7D4E4354 7EB81C5B
7D29F96A	7E9EEDEF 8044A2A3 80932BE1 7D26AEB1 7D2CD127 813804CC 7EB63EC8 7D2B3A00 7E782F1B 7AE0A9E3 79537179 77E9F281 7E087A38 7917D3AA 7FD152AA 8093F43E 7D41382F 5A5B4CC5 807F7E2F 782350BC 778959AE 7A9BE005 7C10BE1D 7DD82FF1 7DF78F03 77F65D49 7F854F1B 7E9C9416
7D9F1460	780B18B8 7ED002D5 7B6463ED 059516E2 03E43CD9 7FEE3EA7 5BD0CF59 7E30AC4E 7BF02AA9 7F3A0A02
8153586E	7571F46C 7A1E7298 7B2897D8 794F8ACE 7AD0CB8D 76B168E2 76FD2685 7C40F2EE 39F37582 79F28D9C 7C8A66E6 7F12221C 5E825FFC 782DEC6E 7DF3151A 7B7D1483 76A48447 76A83FED 7C266066 78A63477
7BF63E0A	59B1BDD2 7AE0F8DB 6E47146D 7F36D1B5 5E6560E2 80C76EAF 5B464C7D 7F104B3E 75EC2BD3 7B1072DE 7DD156BE 024D72E2 80014CF0 04A68908 63D3680D
80235539	7EE37E4E 7EA6DC54 7FFD14B4 003974F3 7D8C3254 7F2F9558 5C36A0D4 7E1B5DD6 7DC7570C
8124FF76	812F418B 5A0C5123
781029A6	7EC14E79 79177F4B 7D3B6860 80CB6E09 7DB63DFA 78AB44AC 7B2A6D3E 7B6C7E61 7FFB2A32 7F968833 02AC1393 77D3B0E4 784B5F46 767D0C0E 7816EEC6 803D0D0B 81442DC4 7692869C 76D83CA8 763E94FA 75A3CF4C
803B78A5	782B76E0 7AB265A1 8108513B 8147BA6A 78752BF5 7E199604 7F8218D0 58CF2ED4 5B19E7B8 75A75476 78369C24 7E4C1CBB 7EF3B848 02C27F1B 8155B881 7718721A 0C388862 792447D0 7F7EAFAC 7D9F1076 00B42159 7E089989 81B6DF7A 7F612DD6 58E653C6 09224094 58A03808 7E354365 7D2BA57B
7D8D70B2	59CEACCF 0A60098E 596B1D27 01692CA2 09B1E87A 7E7B8EAF 097CC18F 039D8F21 7B8CB33A 801766ED 79E92390
7D1D0FDC	61595D4F 75DE8288 8088C627 76C2A682 5B4C1EAA 73A11F5C 7CF76851 5FC10FA3 759A34EC 7FE5A40F 7851F7F7 7F22C203 6AAE1954 814FFCA7 7C7D28C1 80B4D9CC 7D46C1A5 7E047FB6 76CA7251 5E52CCDB 797C0719 80EF860B 776AEB7D 5C867193
81136FF7	7F1340AB 7DD1FA57 113A2FBF 76F1786D 7EE0AE0C 7F2B670B 7D4B1640 7F968833 245FEB77 7F30DC57 7EFEFEE3 79E4E3D4 7C2B4CBF 7FAE1E69 75228FE3 801176C5 7BF667F0 7E44ED62 7D320D03 7E21FF68 80636A9F 0E573E64 01CD6485 7D80CAEC 7F1704A1 79091AE9 6BC6E53E 7E289D72 7547CB8D 797AB88B 80A599EB 7F2A1B8E
8048209B	7805079D 5A36FE40 805A908E 7E3934F0 63106020 7EFBD333 7FAB11A0
81396C79	04EAB19A 7FD50CE5 80AA6A9D 803D0D0B 7B9A0ED1 6777C82E 7D0B1EF5
7E7E5130	806A69B4 7F7156BB 5CFBEC12
7ADAA2A3	032B6E8D 5839C12C 58C60A8E 809B98EF 7B34E4D8 815F24F0 7F9874A9 6827C54C 7FE55871 779237DD 7E868227 7F33537C 753DEC39 7DE1C11A 7F132FB7 0827011D 5874306B
7BC512D5	7DE54FCD 5D2D15BA 592A76A0 81753C18 137DB359
5D8B303A	0741B849 80060D7C 0AB8ACFF 77350D3D 7E09C5F5 80161826 7AEA2070 7E529397 8174FE43 7C0CBE73 71824EE7 7521E1F0 7F4C43F5 817A782C 7E8CE2DA 143B4DFF 5A62F117 5ADB7AA9 82A4BCB8 03828F1B 7F818222 7BC81590 78CE3F32 7C4C27DD 69477501 80CB6E09 5FBA708C 001BB4F0
082C6F2F	08B1EB57 75CC23BB 7887B894 787851FE 7CC74816 7FCDD20B 026A11B2 7EEAD410 778D7C81 7DCAB8C8 0BB55FA0 5C5342BF 1801CD14 0C12A81F
7D66F0C6	7933C8A4 7F7C4098 5C401BF1 7D559699 7498B4BA
7A10DE0C	5C3CC6B5 59940D57 646161C0 802DC6B7 813FE6D5 7F2F9558 7CC4213E 0F5F9FF6 7D8C3254 5D468096 7F00C666 7D8EB580 5B897D72 7EE37E4E 80235539 7F4FC72C 7FE0909F 7FD01F89 5F617383 80E46135 78D7B4FA 7EA6DC54 78F33156 79D2959D 7E150632
7815FAC9	7D048D70 7EEABAC2 7E41A0FC 815CFF6E 7F4385E2 810DC5EF 591CD4B2 5C4547BF 7E7479E3 7E394E6E
80E8E1D1	80F59789 7F4F4DE8 81752C28 7D4D0AF1 7EAA7B71 81165A74
80058CBF	7D54FF42 808B116F 7EBE961D 78CEB65A 7B17F59C
7E87D72C	7E0A70F2 7B3B7A2E 80146C6C 75D4F42C 7F9677F7 7A2F82F4 7A23C9DF 842B48FC 6387033D 8538B365 7D729DE0 810A3C23 7F5BA1AF 81189522
7EBD5360	7CF30C87 047B0CD0 0965D582 681C9B48 00261A0E 0AA3A3DE 7D00D6F3 7E3B36D8 077D6377 7F04FBA9 093149FA 7DFB01C7 088C0EAC 7F61666E
7BF2DA95	5A0D1A99 5C01315C 814A37A8 811C0327 5FA3E875 75D704C7 825EF935 5E578D74 0D453DE3 7FE3CAB6 77257AD1 5BCB3FD7 7AF3D973 640181DE 063FB512 7FF1959C 77097C9A 7BFBD2A3 7E7D048D 7BEBE5B4 5E4918F5 7FD9B2D1 5CDD50DE 76352E08 7977A914 5A93CC02 5F4BE4A6 8024BF74 5B409386 805A908E
5E298B5F	5A094289
7FF33894	7DBA1F06 7E017267 80C87457 7E34ECBA 7F8B9A3D 782D9885
7B615635	75C26AB9 765124BF 7CDE4BEE 7AAF768E 7647DF3F 7573F5CB 7AFFDD3C 7745684B 7B74B3EA 76A65A2F 7B6C513B 75740E29
80A2AB82	05F2DCB2 5912AAF1 7FFAF082
7E2CF76A	76F6A597 7DDC9A03
7EAACAD1	7AF9FDED 0741B849 7C66CD4A
7960772C	5BC32549 7FCCC386 7F514528 0271EEE5 5A063365 8085D7C6 5E58A3AC 5E78C958
80C449F4	7ECA15E4 7FDFE381 80CA7632 7FF2BCDE 01E28247 75EBB08A
6D2AA9E7	7A7AB20A 80E629D1 7F0D254D 801ECC67 750F80CB 7C0B8980 7F11EDF8 75F9A057 7EC4F7B4 815483A1 789A1821 7A88E90C 779C18A0 7AA7AB5F 77E457A3 7C948347 7D749867 7E9B0455 772EDF96 6E700782 7655C9C4 006F0F11 7E6BDD4C 75AA8466 78A3E1C2 7655D2FF 757FFC63 7BDB629D 7C198663 7CF5407E 7DEAB791 7592E9A3 7F9EBB93 5E0CE7F5 750F41F3 7A2A22FA 7CBA071C 7A0B5EF9 7EF9DCEA 5FD0E559 5B40E21E 7657AC37 7A1DEF01 809746BC 7B5D5FA4 7A55AE29 7C109294 7F30BB89 7C44C481 7C210EB2
7DD64836	0597DD68 85962DD0 7B5E9B67 5DB53835 80130644 7532D0AE 788DBB8B
7FF1690E	58FFDE3F 5990028E
7EDD60EB	77C831E0
7DB2082D	85BFDD30 7D6D50F6 7E7ABE10 7EE7CD20 7D62F078 5D28BE20 75280E8A 7E92D003 8096C0E7 7652140E 816169B6 75AEC1E9 806BE734 8118F1F0 7EDCDA32 81724075 8114E5BD 7D11899B 7E55FDC7
7CF2BB1D	03BC6488 78338194 7CAEBEA4 8178C236 7E113FCA 72CF3A6A
5B34C333	7D51CA0B 5CFBEC12 80F72544 788DBB8B 7AD0E352 7532D0AE 76C612D7 7BDB4455 85962DD0 78FCA509 7F72F14F 7D0BC97E 7AD6C690 7CA002A7 5978E55C
609A6100	7D78FA03 767E7CCC 7B0979F0 7CFB31BC 80458FE5
6A2517F6	80AB0480 7669097A 79132E3A 75E07B22 80F3E6D9
7E78D761	58A89ABC 80CE682C 7FAF1A36 7EF9121B 800F55AE 0A7AD11C 7D4ECDBD 7CEE8234 7E699059 7EB116A7 5C3669DD 8118B836 8122A60E 7D2AB9B9 800A3B52
80C6E339	7EAADE3A 59949DBF 78E278FA 58F17CC8 7FB83FC3 5C41312D 7CF6C913 00ED6538
772AC070	5C90F9A8 0033E07F 7F647907 0122E836 5F63019B 7A6C14E8 74D2F8FD 59275533 7778F21B 79AAB5B2 096246E3
80325BCE	0C1E46A2 7EB1B854 7BD8C65F 5F386C14
7BE7C56F	7FB61299
815FD64B	7F381B24
7DB33CBE	7ECE9CB6 7E723C30 79B3C142 7FF2AC19 7F5E342C 80FA8ABB 7D43338D 613B0E36 7E0E11BA 7FD670CC 5B8AB8D8 5C950A7D 80105696
7DA95E1D	7D44042C 7EA1C31D 7EAC713F 22FA25DD 7FCE9247
8168AF68	5F29227E 00DE9E18 8025E3ED 5ADCFABE 05FE517A 0A8625E4 8081352F 09232AD0 7D13608D 0C56BDBB 7CEC7DB3 785FBE17 05C4E820 5F3D2D4A 096A8F32
81194D16	7A2BDBF6 7F22C203 773BC396 806A613C
7E11A7BA	5A70E5FC 7B7474CA 7F01A0AA 7E7ABE10 80CE682C 05C08B9B 814A91C4
8074E8EF	21CF1214 7544BB2A
7A2872E0	80D9C5E1 8118A037 7D60268A 7860A3D0
7F75E23C	6582F19D 5F5ADA1E 4ADC962B 7AFC4F91 80EFF0CD 820F2592 5E073B31 7FD3F318 7F308402 7FF5C4D5
7EF9121B	0994F6CE 77405F7C 79F2D156 7F0F0436 08C17854 7C2E106F 06FE184E 804F3F1A 7834D8B1 7BD24846 7BD8C65F 7AD9C5E2 5D0777A8 5CB283BD 76476894 7CBBD6A8 80C87457 5BCBA902 5C59C1F0 7A0F1C00 08A014DF 5A76B598 79CC31B0 062C37A2 80E6AFC3 0A7DBF40 5955429C 5B9A0D4D 7EEE0807 7EF3A17E 7B50114F
808B3623	81D3E2C6 75EB7C41 79F854F5 7E2778C0 76CF4257
7F872F00	5E0DDE07 7F7EAFAC 04373868 01E891E9 766A356F 7688F4E3 064AB074 5931B754 5B7F8F8A 584894BE 7F638ABF 7FE5D16C 6FC5C275
6FB3D904	5CFBEC12 5C90F9A8 02BFC2E5
7F1D7944	7F381B24 7FEC02B9 803B4B2B 802CC66A 6CDCBDE3
7DF9C4C8	782D6E54 02419EDF 7FD3FDFA 806186E6 7D312BE6 7C1A8382 79743810
7D23CA6D	7D73FB4A 58F17CC8 7AE6ADDE
7EF43FBE	0B6C9F49 03B43E33 7BB0E5DC 7D77AD20 006074C0 7DF36C0B
7A06BC17	7AEFA979 7DA6D8E0 7F511F3D 80D67C18 7E4D40AC 77A8241A 7FC4823E 7D45A8B2
7E9E43F3	7E62990F 7E7C3295 7C37FFDB 8000F362 759E9938 06785A81 054BF885 7CF4F7E2 79B8AA8B 7CA89D80 7C62B791 7E62E547
802C3A79	7913A21B 7534FE02 77A4D0F8 7F6FE4AA
8076AFFF	7E98293B 7B6C513B 77FA7384 7B2F9D6D 7F420BF4 7CFFDD2B 7D1A728E 7D905422
80FC995E	7A359D79 7BA31CD1 7D2308CE 812CF9F3 06A4C161 7AC5E94B 7C66827B 755F69C8 799B3FC3 7D076C79 772763FB
7D95D215	8012A4D5 6BDD6107 75C3A05C 74276770 59B504B1 74609DE3
7E1A7ACF	7ACDBE86 7969A528
7EF2AC8C	7D9701E9 7E066287 7EA6DC54 7F612DD6 7F80304B 79D2959D 5CFBEC12 040AA3CC 8150C7EC
754698C0	7EE37E4E 7FB8B5EC 81138889 7DB96138 7DAE429B
7F96EAD6	750CE3AA 7E7C3295 80183FB1 00A23403 7CF81A58 7E8A77B8 781BCAFA 7E4B1794
82182806	8043F1B4 0E2D2868 755738F2 8118B836 750F309D 77C132A6 7F934FE6 78213153 02E10CB6 583E6C58 7EB23DD4 05D8D43C 4BA41E4C 784DC800 7E0C0E38 762495FA 01EE97ED 7CFDD761 0B6E7E46 774F8E9C 251E790B 7CEA5352 7686A984 7D7714A3 79162961 78DB4A77 801BAFEA 807448FC 7FDF3697 0212B331 7DCCC6B2 800A3B52
7F331E75	04C274CF 788DBB8B 7A3DB9EF 85962DD0
74593543	805A0BB5 75BCB67C
7D9D340A	5D36F4D3 585021B4 088E9336 5A2610B4 7DF6748C 80E6A82C
7D85FF08	78F08034 7E7ABE10 599091AC 5B89AD88 7EE0AE0C 80E7CF57 58F17CC8 3D0FD9A3 805A0BB5 59D015C8 7ACAC47B 7F66CE52 63106020 7EC0A3F7 744B4581 0B7FA59F 6144F713 58FFDE3F 7DDCC5A3
7E3FB279	7EEB15BD 7A6B8832 815EB011 761E705A 7DC3DB29 5FD7A873 78CF5B27 7EC044AC
806B122A	7747B752 7BC8EB1E 7BE5FD2C 58642B4F
7D066BF1	7DAF6DDD 78FAD287 786163A5 77697CDF 78569049 7A4CE403 7D8BB774 61192FEA 754F2917 7F37A706 78DDD282 75BB689B 7F0D69A4 79625770 8118AD5B 7BB385FB 75D58739 7992ACEB 7CFE5E09 7C159E4B 7C80B419 7E1B9796 7879D5D4 814D9EBF 7C1F99D1 762ED330 7E48D11C 80C7BD71 7EB61D93 769FD95B 813DD9EB 802BC35E 234B56A6 5F8F4000 7910E8C5 7C2D4B8F 77B7CCEC 7A5C4FBE 806A613C 800F92FB 7A5303E5 24260C29 75819A43 7744AD6B 80CF20FF 75230747 7E866657
7E349B68	7C82E380 76E89AE6 09FD0C06 0A881403 0A1E1DE3
801CA46F	735F431A 81270CD4 78BC7807 804C9F70 035812F0 674668AC 7EFC64CB 5E75EFF7 7A90F82A 7B67F9BB 0287C04D 5F14A127 781707C5 7AD09BEF 7EB0B8B0 5CE24A0A 7F7C4098 7B6698D5 5ACC4463 6F3C2D0C 771D61AA 07CE35D0 09B1E87A 7C5FBEFD 12A3BA54 7E10F53C 01C5EBA5 7D5C9B2D 09B06BA1 809CEE1D 7C325D6A 08BA7EA6 81108BBF 7A8EFCBC 03B43E33 7E5009A5 5AF72392
7EA7A2C9	7D596A25 7BAAC31A 7E978D28
80328BCA	7F3C1025 0490C81F 7577DB04 5EEE3B2A 7DAB64C4 7DC53449 7D797915 7E5E467B
7F2B31A0	7E3B6495 759D89F5 80246EDC
7DAAFA49	01D83114 7D2B3A00 85913C92 7E252E7F 5CFBEC12 7DAB64C4 81028A97 76022026 00CEFF90 7AD58176 78DF112F 80FBEEAF 62758B41 5C24ED91 77462EFE 7FB61299 7E081F28 0B20A487
8094A291	81E723B4 80343F37 7EB23F47 594D4F4C 7F6CA35C 8090FAD7 5CAFFD47 07066DB2 7D3C521F 7E340856 7DC52BEB 7DD8548A 7F988695 7D1154AC 734722EE
7F9D50BB	813FCC85 8066CFBB 7ACEB6AA 7DCB08A1 7BE0703F 04952FBD 7DD85C5C
7AF942C0	759E6408 7DA94126 8164D343 7F18FD06 7598D508 7E591BC3 7F75A621 7EB9DE2C 7E5B2FDA 767CB5D0 7EDE416D 80B6A298 77207B6A 7A0FBBB2 7E2F488B 789910BE 79F8F9C1 75DEBC2C 7A81B7C2 7BE9D5FC 7C46FFEB 7F6073C2 78D171D7 7EBCF08A 76899091 7BDA2BBD 7984EF5F 5FBF31DE 77825B1F 8035CD0E 776DAABF 7A82DD84 7517EA98 7E3694D9
79DA9115	71657EC9
7941CCF2	7DA62E31 7F4295DA 79E3D9BB 7B1CD07C 7611C90C 01CD44C4 7CE99114 0077BF2A 7DBEA0B1 79D11455 7AE983E0 79B3C142 7C31FF98 78F71643 7B60733D 781CEC06 759EFEB0 00C25D59 813EF5B6 7BD45178 5CD26584 7ECFBEC7 7E29CFFA 5A3A3C8E 7B899068 772FEE6C 6A36D3E7 7F65B41E 7A8E1AFC
80275F24	6E538385
8174DCED	7FBE74B4
7DACCF8D	03B43E33 808508D3 5C0DCAD8 674668AC 7B2D3945
7A83A956	76179C06 7AD3A11F 77F73350 7E8FD4B7 771F7548 7972307D 7B168821 7DE9A752 7E99B987 75EAF57E 7727DCBA 78D0551C 762DF085 7EB048D3 75A17E28 7F8A6A5A 797F7651 802CDBFE 7A412B13 79C9396F 7A8E1AFC 7E40D813 807BD0D2 8101BED0 7C3AA9FE 7F98D42A 7DF44AD0 80E57397 0827640E 781A1EEA 7C7B1D5B 76FBD7F5 7CF0E77D 7A9683DB 773DFF96 799A3529 78F1A8D7 7B46F421 80B5CFA4 81039880 7DE74535 7F01C750 0A5811DE 79B952FB
80635946	7DF7093F 807597D1 5882E5B9 8116711F 07C81FDD 81F30698 7EC68F77 7D3D08AC 80241596 8060E723 7CEAB8D2 5927AE49 78EB558B 7E2D547D 7FF5F2A0
80416893	5F6DE783
7D309CE5	7B377E5F 7E8A77B8 0536BDDD 7E4B1794 77EB68E6 80841DB1 14634BC9
806A5D70	061937E3 0239676F 7A6D38B9 59811CE0
7DC0D185	7F9E0AF1 8017F536 7EE7CD20 6D893A4C 80828A75 7A066F64 5B98A3F4 022A977D 8123CF86 7F1704A7 5D55C5CB
7EDE8089	7F381B24 7AABBE19 7FAFCF26 7F701E65 588C148A 7DA1A4C1 7DF6E29A 803F378D 7ACAC434 7756E23C 7F0D4C96 7E62FA37 7F90DD87 80FFB07D 80FA8FBE 810D292F 827E88F2
7E222078	5F1E3B7B 79891241 58BCFAD4 04046C2A
7D7E39EF	7E744E50
7EEBE025	7734A361 7591AE70 79036925 588CDECA 7C1D5FB7 76B4ACF6
80629821	7E4E26EE 80785F9A 58F17CC8 80F68BDD 78EA54ED 19383B40 7DCAA2A8 80889492 80A4C147 7B055C7C 7DEA2B9A 7E0CC817 809BDF9E 7FA112BA 63106020 7DEAC4BF 815C6B2F
7E4FC603	816B7971 8087E32A 7B018A2E 800A3B52 791BD1EB
5A914D53	788B6CC9 7CFF6249 786425D8 7B6F234B 7E9F1731 8033D144 7E26B944 7FF1D29F 7712722E 80CD0AF5 5F3C94DC 783D9207 806AE041 79A74BC0 5BEAA2A7 7A4B5FB8 7A8EBC9D 7564EB3C 792C1CB0
75C2007D	7D8CDA03 7B9443E2 59AE2CFD 77C93449 7E8B2301 7D744008 5A94C1A2
7D4993E8	7A73F429 0C3E324E 77D336E5 5F789DEC 8118B836
80C321A7	7E8751C8 58BCEADB 0041E299 5F2C5B1E 8073F1F1 804360AD
79D31A9F	7E128C40 7E84DAD8
808ABE28	7E6E0E3F
7EA8AB5B	7FCF7501 8052C021
81953658	06A09A2D
7E7A650C	77A28865 762D39CE 7CA11CAB
7A39042B	7573F5CB 759D46E0 767E7CCC 7C8B4A20 766F6C17 799309E5 7A8E1AFC 62379334 77CA04E6 78D75BFC 7FD70D15 7892ED24 7C9F6DB5 811A029D 7F4C43F5 77E40EBA 77C0D6F7 7CFEB610 7624B9C9 5BAE10C1 7F45CB62 79A68FBB 7F2542CD 779A1521 76F75615 78EA7316 79C5E7C1
7ECCAE79	5DFC1769 7B2F31D7 7AF56730 808FD230 80EB7A99 806DDE46 620E5D50 7FDE9D07 791B2A2D 806A7CBF 81C693DA 805E8346 7D8DA9FF 7FE04C9F
76F38CB0	75918DDA 79EFB2C7 8161E4CA 75B715FD 7AA1E29A 79790CCC 7BC6E982
7EE323F6	7654109B 5C5CDF74 7E8FD479 7FE2E628 5B9A0D4D
7D6FA8D4	778F527F 783E272A 7FA0D615 7713059F
78A8BACE	7730DBEC 78DFCE13 5A103139 788A50B3 8185A956 761867F6 0A1D5BC5 762D39CE 7AA808A0 7B5BDD73 78EFA56D 1070AB8C 737F741D 5B9C9F0A 76CC3EA4 770559E0 7D3F5C16 7A634920 7B77E3C1 7F4BB600 7664CB07 7D9C2ED4 7E5B26D1 7673BFC4 796AC719 7C83CF05 802CDBFE 80B76035 79B57026 8121B2F1 7A793651 7B46F421 7A85A52D 7554440D 7BF9831F 06D4C7A3 779CF5C3 79EC0C91 78F80600 7FC31EBD 7FCF0B0E 59389F1C 7563E66F 7D16D79A 788DBB8B 7C41B62A 05059AF5 59A11753 75DFA52D 59BB2D96 76417A21 7F052FEF 5F33E64E 79CD1046 7BAAAF2B 7E4AB7A8 5C58C556 77FE108A 7F4FC532 806AFEDB 04727B0E 78966E6F 74E5A97F 7949077A 7B7CE07D 0BE33DC3 7735A191 7B653457 79099866 7C2664B7 7C2DF4DE 7ECAAAEB 005415B4 7CBFEB70 0ACAB407 7994533D 7746FE50 7A61221C
5C0ABE88	01135FA9 80DC5F3C 0A9C14E4 7E1BDC6E 5F05E9A2 099615DB 7D905422 5D766175
82F39898	7ED952A8 7656056C 5F432445 797E56FA 7904F808 7AED9892 7BAAC31A 58EE7EF0 5E4F4FD9 5A0837F5 7EB736DA 07E1EBD5 7AB71608
81184D6B	673D6A28 5E4A9ABC 5F603EC7 5D19DEBF 76FF0C3A 6F3C7B5A 85B1078F 08FDE719 6A54C17F 041E732F
7E9B5804	5C30BE69 78271358
8090F63A	7F48C0B4 7D84C1E9 7CA002A7 6EEC51E7 67499B3C 8045B158 5CF6CFA7
